name,red,green,blue,red_edge,nir,field,date,class,season,crop,soil,path,binary_class,dataset_type
IMG_0030_,IMG_0030_3_0228SET_registered.tif,IMG_0030_2_0228SET_registered.tif,IMG_0030_1_0228SET_registered.tif,IMG_0030_5_0228SET_registered.tif,IMG_0030_4_0228SET_registered.tif,Field42,2020-12-14,dense_blackgrass,early,winter_wheat,type3,../data/Field42/2020-12-14/dense_blackgrass,blackgrass,train
IMG_0049_,IMG_0049_3_3_0150SET_registered.tif,IMG_0049_2_3_0150SET_registered.tif,IMG_0049_1_3_0150SET_registered.tif,IMG_0049_5_3_0150SET_registered.tif,IMG_0049_4_3_0150SET_registered.tif,Field95,2021-04-28,no_blackgrass,springcrop_mid,spring_barley,type8,../data/Field95/2021-04-28/no_blackgrass,no_blackgrass,train
IMG_0026_,IMG_0026_3_4_0082SET_registered.tif,IMG_0026_2_4_0082SET_registered.tif,IMG_0026_1_4_0082SET_registered.tif,IMG_0026_5_4_0082SET_registered.tif,IMG_0026_4_4_0082SET_registered.tif,Field39,2021-05-27,medium_blackgrass,late,winter_wheat,type7,../data/Field39/2021-05-27/medium_blackgrass,blackgrass,train
IMG_0032_,IMG_0032_3_3_0003SET_registered.tif,IMG_0032_2_3_0003SET_registered.tif,IMG_0032_1_3_0003SET_registered.tif,IMG_0032_5_3_0003SET_registered.tif,IMG_0032_4_3_0003SET_registered.tif,Field39,2021-03-17,dense_blackgrass,mid,winter_wheat,type7,../data/Field39/2021-03-17/dense_blackgrass,blackgrass,train
IMG_0082_,IMG_0082_3_3_0186SET_registered.tif,IMG_0082_2_3_0186SET_registered.tif,IMG_0082_1_3_0186SET_registered.tif,IMG_0082_5_3_0186SET_registered.tif,IMG_0082_4_3_0186SET_registered.tif,Field25,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field25/2021-05-12/no_blackgrass,no_blackgrass,train
IMG_0099_,IMG_0099_3_3_0186SET_registered.tif,IMG_0099_2_3_0186SET_registered.tif,IMG_0099_1_3_0186SET_registered.tif,IMG_0099_5_3_0186SET_registered.tif,IMG_0099_4_3_0186SET_registered.tif,Field25,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field25/2021-05-12/no_blackgrass,no_blackgrass,train
IMG_0025_,IMG_0025_3_4_0038SET_registered.tif,IMG_0025_2_4_0038SET_registered.tif,IMG_0025_1_4_0038SET_registered.tif,IMG_0025_5_4_0038SET_registered.tif,IMG_0025_4_4_0038SET_registered.tif,Field14,2021-05-19,dense_blackgrass,late,winter_wheat,type6,../data/Field14/2021-05-19/dense_blackgrass,blackgrass,train
IMG_0023_,IMG_0023_3_3_0140SET_registered.tif,IMG_0023_2_3_0140SET_registered.tif,IMG_0023_1_3_0140SET_registered.tif,IMG_0023_5_3_0140SET_registered.tif,IMG_0023_4_3_0140SET_registered.tif,Field29,2021-04-27,no_blackgrass,late,winter_wheat,type2,../data/Field29/2021-04-27/no_blackgrass,no_blackgrass,train
IMG_0100_,IMG_0100_3_4_0097SET_registered.tif,IMG_0100_2_4_0097SET_registered.tif,IMG_0100_1_4_0097SET_registered.tif,IMG_0100_5_4_0097SET_registered.tif,IMG_0100_4_4_0097SET_registered.tif,Field94,2021-06-08,no_blackgrass,springcrop_mid,spring_barley,type8,../data/Field94/2021-06-08/no_blackgrass,no_blackgrass,train
IMG_0003_,IMG_0003_3_3_0003SET_registered.tif,IMG_0003_2_3_0003SET_registered.tif,IMG_0003_1_3_0003SET_registered.tif,IMG_0003_5_3_0003SET_registered.tif,IMG_0003_4_3_0003SET_registered.tif,Field39,2021-03-17,dense_blackgrass,mid,winter_wheat,type7,../data/Field39/2021-03-17/dense_blackgrass,blackgrass,train
IMG_0059_,IMG_0059_3_3_0045SET_registered.tif,IMG_0059_2_3_0045SET_registered.tif,IMG_0059_1_3_0045SET_registered.tif,IMG_0059_5_3_0045SET_registered.tif,IMG_0059_4_3_0045SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
IMG_0042_,IMG_0042_3_4_0076SET_registered.tif,IMG_0042_2_4_0076SET_registered.tif,IMG_0042_1_4_0076SET_registered.tif,IMG_0042_5_4_0076SET_registered.tif,IMG_0042_4_4_0076SET_registered.tif,Field38,2021-05-27,dense_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/dense_blackgrass,blackgrass,train
IMG_0071_,IMG_0071_3_2_0115SET_registered.tif,IMG_0071_2_2_0115SET_registered.tif,IMG_0071_1_2_0115SET_registered.tif,IMG_0071_5_2_0115SET_registered.tif,IMG_0071_4_2_0115SET_registered.tif,Field25,2021-02-19,no_blackgrass,mid,winter_wheat,type7,../data/Field25/2021-02-19/no_blackgrass,no_blackgrass,train
IMG_0026_,IMG_0026_3_2_0154SET_registered.tif,IMG_0026_2_2_0154SET_registered.tif,IMG_0026_1_2_0154SET_registered.tif,IMG_0026_5_2_0154SET_registered.tif,IMG_0026_4_2_0154SET_registered.tif,Field38,2021-03-17,medium_blackgrass,mid,winter_wheat,type7,../data/Field38/2021-03-17/medium_blackgrass,blackgrass,train
IMG_0008_,IMG_0008_3_2_0064SET_registered.tif,IMG_0008_2_2_0066SET_registered.tif,IMG_0008_1_2_0066SET_registered.tif,IMG_0008_5_2_0064SET_registered.tif,IMG_0008_4_2_0066SET_registered.tif,Field63,2021-01-29,dense_blackgrass,mid,winter_wheat,type2,../data/Field63/2021-01-29/dense_blackgrass,blackgrass,train
IMG_0003_,IMG_0003_3_4_0112SET_registered.tif,IMG_0003_2_4_0112SET_registered.tif,IMG_0003_1_4_0112SET_registered.tif,IMG_0003_5_4_0112SET_registered.tif,IMG_0003_4_4_0112SET_registered.tif,Field98,2021-06-16,no_blackgrass,springcrop_late,spring_barley,type7,../data/Field98/2021-06-16/no_blackgrass,no_blackgrass,train
IMG_0054_,IMG_0054_3_0147SET_registered.tif,IMG_0054_2_0147SET_registered.tif,IMG_0054_1_0147SET_registered.tif,IMG_0054_5_0147SET_registered.tif,IMG_0054_4_0147SET_registered.tif,Field15,2020-11-04,no_blackgrass,early,winter_wheat,type6,../data/Field15/2020-11-04/no_blackgrass,no_blackgrass,train
IMG_0003_,IMG_0003_3_0241SET_registered.tif,IMG_0003_2_0241SET_registered.tif,IMG_0003_1_0241SET_registered.tif,IMG_0003_5_0241SET_registered.tif,IMG_0003_4_0241SET_registered.tif,Field48,2020-12-16,no_blackgrass,early,winter_barley,type7,../data/Field48/2020-12-16/no_blackgrass,no_blackgrass,train
IMG_0019_,IMG_0019_3_3_0020SET_registered.tif,IMG_0019_2_3_0020SET_registered.tif,IMG_0019_1_3_0020SET_registered.tif,IMG_0019_5_3_0020SET_registered.tif,IMG_0019_4_3_0020SET_registered.tif,Field83,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field83/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
IMG_0093_,IMG_0093_3_2_0066SET_registered.tif,IMG_0093_2_2_0064SET_registered.tif,IMG_0093_1_2_0063SET_registered.tif,IMG_0093_5_2_0064SET_registered.tif,IMG_0093_4_2_0066SET_registered.tif,Field63,2021-01-29,dense_blackgrass,mid,winter_wheat,type2,../data/Field63/2021-01-29/dense_blackgrass,blackgrass,train
IMG_0028_,IMG_0028_3_2_0065SET_registered.tif,IMG_0028_2_2_0065SET_registered.tif,IMG_0028_1_2_0065SET_registered.tif,IMG_0028_5_2_0065SET_registered.tif,IMG_0028_4_2_0065SET_registered.tif,Field29,2021-01-29,medium_blackgrass,mid,winter_wheat,type2,../data/Field29/2021-01-29/medium_blackgrass,blackgrass,train
IMG_0009_,IMG_0009_3_4_0083SET_registered.tif,IMG_0009_2_4_0083SET_registered.tif,IMG_0009_1_4_0083SET_registered.tif,IMG_0009_5_4_0083SET_registered.tif,IMG_0009_4_4_0083SET_registered.tif,Field39,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field39/2021-05-27/no_blackgrass,no_blackgrass,train
IMG_0076_,IMG_0076_3_3_0186SET_registered.tif,IMG_0076_2_3_0186SET_registered.tif,IMG_0076_1_3_0186SET_registered.tif,IMG_0076_5_3_0186SET_registered.tif,IMG_0076_4_3_0186SET_registered.tif,Field25,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field25/2021-05-12/no_blackgrass,no_blackgrass,train
IMG_0060_,IMG_0060_3_3_0186SET_registered.tif,IMG_0060_2_3_0186SET_registered.tif,IMG_0060_1_3_0186SET_registered.tif,IMG_0060_5_3_0186SET_registered.tif,IMG_0060_4_3_0186SET_registered.tif,Field25,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field25/2021-05-12/no_blackgrass,no_blackgrass,train
IMG_0057_,IMG_0057_3_2_0063SET_registered.tif,IMG_0057_2_2_0066SET_registered.tif,IMG_0057_1_2_0064SET_registered.tif,IMG_0057_5_2_0063SET_registered.tif,IMG_0057_4_2_0063SET_registered.tif,Field63,2021-01-29,dense_blackgrass,mid,winter_wheat,type2,../data/Field63/2021-01-29/dense_blackgrass,blackgrass,train
IMG_0072_,IMG_0072_3_3_0033SET_registered.tif,IMG_0072_2_3_0033SET_registered.tif,IMG_0072_1_3_0033SET_registered.tif,IMG_0072_5_3_0033SET_registered.tif,IMG_0072_4_3_0033SET_registered.tif,Field89,2021-03-25(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field89/2021-03-25(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
IMG_0083_,IMG_0083_3_0228SET_registered.tif,IMG_0083_2_0228SET_registered.tif,IMG_0083_1_0228SET_registered.tif,IMG_0083_5_0228SET_registered.tif,IMG_0083_4_0228SET_registered.tif,Field42,2020-12-14,dense_blackgrass,early,winter_wheat,type3,../data/Field42/2020-12-14/dense_blackgrass,blackgrass,train
IMG_0022_,IMG_0022_3_0200SET_registered.tif,IMG_0022_2_0200SET_registered.tif,IMG_0022_1_0200SET_registered.tif,IMG_0022_5_0200SET_registered.tif,IMG_0022_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,train
IMG_0065_,IMG_0065_3_0241SET_registered.tif,IMG_0065_2_0241SET_registered.tif,IMG_0065_1_0241SET_registered.tif,IMG_0065_5_0241SET_registered.tif,IMG_0065_4_0241SET_registered.tif,Field48,2020-12-16,no_blackgrass,early,winter_barley,type7,../data/Field48/2020-12-16/no_blackgrass,no_blackgrass,train
IMG_0104_,IMG_0104_3_4_0097SET_registered.tif,IMG_0104_2_4_0097SET_registered.tif,IMG_0104_1_4_0097SET_registered.tif,IMG_0104_5_4_0097SET_registered.tif,IMG_0104_4_4_0097SET_registered.tif,Field94,2021-06-08,no_blackgrass,springcrop_mid,spring_barley,type8,../data/Field94/2021-06-08/no_blackgrass,no_blackgrass,train
IMG_0083_,IMG_0083_3_3_0023SET_registered.tif,IMG_0083_2_3_0023SET_registered.tif,IMG_0083_1_3_0023SET_registered.tif,IMG_0083_5_3_0023SET_registered.tif,IMG_0083_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
IMG_0071_,IMG_0071_3_0235SET_registered.tif,IMG_0071_2_0235SET_registered.tif,IMG_0071_1_0235SET_registered.tif,IMG_0071_5_0235SET_registered.tif,IMG_0071_4_0235SET_registered.tif,Field45,2020-12-14,no_blackgrass,early,winter_wheat,type3,../data/Field45/2020-12-14/no_blackgrass,no_blackgrass,train
IMG_0150_,IMG_0150_3_4_0037SET_registered.tif,IMG_0150_2_4_0037SET_registered.tif,IMG_0150_1_4_0037SET_registered.tif,IMG_0150_5_4_0037SET_registered.tif,IMG_0150_4_4_0037SET_registered.tif,Field14,2021-05-19,medium_blackgrass,late,winter_wheat,type6,../data/Field14/2021-05-19/medium_blackgrass,blackgrass,train
IMG_0171_,IMG_0171_3_4_0037SET_registered.tif,IMG_0171_2_4_0037SET_registered.tif,IMG_0171_1_4_0037SET_registered.tif,IMG_0171_5_4_0037SET_registered.tif,IMG_0171_4_4_0037SET_registered.tif,Field14,2021-05-19,medium_blackgrass,late,winter_wheat,type6,../data/Field14/2021-05-19/medium_blackgrass,blackgrass,train
IMG_0057_,IMG_0057_3_3_0186SET_registered.tif,IMG_0057_2_3_0186SET_registered.tif,IMG_0057_1_3_0186SET_registered.tif,IMG_0057_5_3_0186SET_registered.tif,IMG_0057_4_3_0186SET_registered.tif,Field25,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field25/2021-05-12/no_blackgrass,no_blackgrass,train
IMG_0081_,IMG_0081_3_0198SET_registered.tif,IMG_0081_2_0198SET_registered.tif,IMG_0081_1_0198SET_registered.tif,IMG_0081_5_0198SET_registered.tif,IMG_0081_4_0198SET_registered.tif,Field35,2020-11-24,medium_blackgrass,early,winter_barley,type4,../data/Field35/2020-11-24/medium_blackgrass,blackgrass,train
IMG_0004_,IMG_0004_3_4_0016SET_registered.tif,IMG_0004_2_4_0016SET_registered.tif,IMG_0004_1_4_0016SET_registered.tif,IMG_0004_5_4_0016SET_registered.tif,IMG_0004_4_4_0016SET_registered.tif,Field16,2021-05-14,no_blackgrass,late,winter_wheat,type7,../data/Field16/2021-05-14/no_blackgrass,no_blackgrass,train
IMG_0022_,IMG_0022_3_3_0034SET_registered.tif,IMG_0022_2_3_0034SET_registered.tif,IMG_0022_1_3_0034SET_registered.tif,IMG_0022_5_3_0034SET_registered.tif,IMG_0022_4_3_0034SET_registered.tif,Field88,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field88/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
IMG_0022_,IMG_0022_3_4_0082SET_registered.tif,IMG_0022_2_4_0082SET_registered.tif,IMG_0022_1_4_0082SET_registered.tif,IMG_0022_5_4_0082SET_registered.tif,IMG_0022_4_4_0082SET_registered.tif,Field39,2021-05-27,medium_blackgrass,late,winter_wheat,type7,../data/Field39/2021-05-27/medium_blackgrass,blackgrass,train
IMG_0032_,IMG_0032_3_4_0090SET_registered.tif,IMG_0032_2_4_0090SET_registered.tif,IMG_0032_1_4_0090SET_registered.tif,IMG_0032_5_4_0090SET_registered.tif,IMG_0032_4_4_0090SET_registered.tif,Field110,2021-06-04,dense_blackgrass,late,winter_wheat,type8,../data/Field110/2021-06-04/dense_blackgrass,blackgrass,train
IMG_0080_,IMG_0080_3_0238SET_registered.tif,IMG_0080_2_0238SET_registered.tif,IMG_0080_1_0238SET_registered.tif,IMG_0080_5_0238SET_registered.tif,IMG_0080_4_0238SET_registered.tif,Field48,2020-12-16,medium_blackgrass,early,winter_barley,type7,../data/Field48/2020-12-16/medium_blackgrass,blackgrass,train
IMG_0004_,IMG_0004_3_2_0154SET_registered.tif,IMG_0004_2_2_0154SET_registered.tif,IMG_0004_1_2_0154SET_registered.tif,IMG_0004_5_2_0154SET_registered.tif,IMG_0004_4_2_0154SET_registered.tif,Field38,2021-03-17,medium_blackgrass,mid,winter_wheat,type7,../data/Field38/2021-03-17/medium_blackgrass,blackgrass,train
IMG_0012_,IMG_0012_3_3_0033SET_registered.tif,IMG_0012_2_3_0033SET_registered.tif,IMG_0012_1_3_0033SET_registered.tif,IMG_0012_5_3_0033SET_registered.tif,IMG_0012_4_3_0033SET_registered.tif,Field89,2021-03-25(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field89/2021-03-25(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
IMG_0077_,IMG_0077_3_4_0084SET_registered.tif,IMG_0077_2_4_0084SET_registered.tif,IMG_0077_1_4_0084SET_registered.tif,IMG_0077_5_4_0084SET_registered.tif,IMG_0077_4_4_0084SET_registered.tif,Field87,2021-06-03,dense_blackgrass,late,winter_wheat,type7,../data/Field87/2021-06-03/dense_blackgrass,blackgrass,train
IMG_0042_,IMG_0042_3_2_0122SET_registered.tif,IMG_0042_2_2_0122SET_registered.tif,IMG_0042_1_2_0122SET_registered.tif,IMG_0042_5_2_0122SET_registered.tif,IMG_0042_4_2_0122SET_registered.tif,Field71,2021-02-26,no_blackgrass,mid,winter_wheat,type8,../data/Field71/2021-02-26/no_blackgrass,no_blackgrass,train
IMG_0076_,IMG_0076_3_0199SET_registered.tif,IMG_0076_2_0199SET_registered.tif,IMG_0076_1_0199SET_registered.tif,IMG_0076_5_0199SET_registered.tif,IMG_0076_4_0199SET_registered.tif,Field35,2020-11-24,no_blackgrass,early,winter_barley,type4,../data/Field35/2020-11-24/no_blackgrass,no_blackgrass,train
IMG_0026_,IMG_0026_3_3_0167SET_registered.tif,IMG_0026_2_3_0177SET_registered.tif,IMG_0026_1_3_0167SET_registered.tif,IMG_0026_5_3_0177SET_registered.tif,IMG_0026_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,train
IMG_0082_,IMG_0082_3_4_0084SET_registered.tif,IMG_0082_2_4_0084SET_registered.tif,IMG_0082_1_4_0084SET_registered.tif,IMG_0082_5_4_0084SET_registered.tif,IMG_0082_4_4_0084SET_registered.tif,Field87,2021-06-03,dense_blackgrass,late,winter_wheat,type7,../data/Field87/2021-06-03/dense_blackgrass,blackgrass,train
IMG_0017_,IMG_0017_3_3_0191SET_registered.tif,IMG_0017_2_3_0191SET_registered.tif,IMG_0017_1_3_0191SET_registered.tif,IMG_0017_5_3_0191SET_registered.tif,IMG_0017_4_3_0191SET_registered.tif,Field82,2021-05-13,dense_blackgrass,late,winter_wheat,type4,../data/Field82/2021-05-13/dense_blackgrass,blackgrass,train
IMG_0094_,IMG_0094_3_3_0030SET_registered.tif,IMG_0094_2_3_0030SET_registered.tif,IMG_0094_1_3_0030SET_registered.tif,IMG_0094_5_3_0030SET_registered.tif,IMG_0094_4_3_0030SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
IMG_0025_,IMG_0025_3_4_0112SET_registered.tif,IMG_0025_2_4_0112SET_registered.tif,IMG_0025_1_4_0112SET_registered.tif,IMG_0025_5_4_0112SET_registered.tif,IMG_0025_4_4_0112SET_registered.tif,Field98,2021-06-16,no_blackgrass,springcrop_late,spring_barley,type7,../data/Field98/2021-06-16/no_blackgrass,no_blackgrass,train
IMG_0078_,IMG_0078_3_3_0188SET_registered.tif,IMG_0078_2_3_0188SET_registered.tif,IMG_0078_1_3_0188SET_registered.tif,IMG_0078_5_3_0188SET_registered.tif,IMG_0078_4_3_0188SET_registered.tif,Field23,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field23/2021-05-12/no_blackgrass,no_blackgrass,train
IMG_0036_,IMG_0036_3_3_0064SET_registered.tif,IMG_0036_2_3_0064SET_registered.tif,IMG_0036_1_3_0064SET_registered.tif,IMG_0036_5_3_0064SET_registered.tif,IMG_0036_4_3_0064SET_registered.tif,Field90,2021-04-16,no_blackgrass,mid,winter_wheat,type7,../data/Field90/2021-04-16/no_blackgrass,no_blackgrass,train
IMG_0035_,IMG_0035_3_3_0045SET_registered.tif,IMG_0035_2_3_0045SET_registered.tif,IMG_0035_1_3_0045SET_registered.tif,IMG_0035_5_3_0045SET_registered.tif,IMG_0035_4_3_0045SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
IMG_0061_,IMG_0061_3_3_0061SET_registered.tif,IMG_0061_2_3_0061SET_registered.tif,IMG_0061_1_3_0061SET_registered.tif,IMG_0061_5_3_0061SET_registered.tif,IMG_0061_4_3_0061SET_registered.tif,Field90,2021-04-16,dense_blackgrass,mid,winter_wheat,type7,../data/Field90/2021-04-16/dense_blackgrass,blackgrass,train
IMG_0154_,IMG_0154_3_4_0091SET_registered.tif,IMG_0154_2_4_0091SET_registered.tif,IMG_0154_1_4_0091SET_registered.tif,IMG_0154_5_4_0091SET_registered.tif,IMG_0154_4_4_0091SET_registered.tif,Field36,2021-06-08,dense_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/dense_blackgrass,blackgrass,train
IMG_0021_,IMG_0021_3_2_0068SET_registered.tif,IMG_0021_2_2_0068SET_registered.tif,IMG_0021_1_2_0068SET_registered.tif,IMG_0021_5_2_0068SET_registered.tif,IMG_0021_4_2_0068SET_registered.tif,Field29,2021-01-29,no_blackgrass,mid,winter_wheat,type2,../data/Field29/2021-01-29/no_blackgrass,no_blackgrass,train
IMG_0035_,IMG_0035_3_0238SET_registered.tif,IMG_0035_2_0238SET_registered.tif,IMG_0035_1_0238SET_registered.tif,IMG_0035_5_0238SET_registered.tif,IMG_0035_4_0238SET_registered.tif,Field48,2020-12-16,medium_blackgrass,early,winter_barley,type7,../data/Field48/2020-12-16/medium_blackgrass,blackgrass,train
IMG_0056_,IMG_0056_3_3_0189SET_registered.tif,IMG_0056_2_3_0189SET_registered.tif,IMG_0056_1_3_0189SET_registered.tif,IMG_0056_5_3_0189SET_registered.tif,IMG_0056_4_3_0189SET_registered.tif,Field81,2021-05-13,medium_blackgrass,late,winter_wheat,type4,../data/Field81/2021-05-13/medium_blackgrass,blackgrass,train
IMG_0026_,IMG_0026_3_0201SET_registered.tif,IMG_0026_2_0201SET_registered.tif,IMG_0026_1_0202SET_registered.tif,IMG_0026_5_0201SET_registered.tif,IMG_0026_4_0202SET_registered.tif,Field37,2020-11-24,no_blackgrass,early,winter_barley,type4,../data/Field37/2020-11-24/no_blackgrass,no_blackgrass,train
IMG_0078_,IMG_0078_3_3_0187SET_registered.tif,IMG_0078_2_3_0187SET_registered.tif,IMG_0078_1_3_0187SET_registered.tif,IMG_0078_5_3_0187SET_registered.tif,IMG_0078_4_3_0187SET_registered.tif,Field23,2021-05-12,medium_blackgrass,late,winter_wheat,type7,../data/Field23/2021-05-12/medium_blackgrass,blackgrass,train
IMG_0032_,IMG_0032_3_0184SET_registered.tif,IMG_0032_2_0184SET_registered.tif,IMG_0032_1_0184SET_registered.tif,IMG_0032_5_0184SET_registered.tif,IMG_0032_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,train
IMG_0224_,IMG_0224_3_4_0037SET_registered.tif,IMG_0224_2_4_0037SET_registered.tif,IMG_0224_1_4_0037SET_registered.tif,IMG_0224_5_4_0037SET_registered.tif,IMG_0224_4_4_0037SET_registered.tif,Field14,2021-05-19,medium_blackgrass,late,winter_wheat,type6,../data/Field14/2021-05-19/medium_blackgrass,blackgrass,train
IMG_0009_,IMG_0009_3_3_0059SET_registered.tif,IMG_0009_2_3_0059SET_registered.tif,IMG_0009_1_3_0059SET_registered.tif,IMG_0009_5_3_0059SET_registered.tif,IMG_0009_4_3_0059SET_registered.tif,Field48,2021-04-16,medium_blackgrass,mid,winter_wheat,type7,../data/Field48/2021-04-16/medium_blackgrass,blackgrass,train
IMG_0098_,IMG_0098_3_4_0082SET_registered.tif,IMG_0098_2_4_0082SET_registered.tif,IMG_0098_1_4_0082SET_registered.tif,IMG_0098_5_4_0082SET_registered.tif,IMG_0098_4_4_0082SET_registered.tif,Field39,2021-05-27,medium_blackgrass,late,winter_wheat,type7,../data/Field39/2021-05-27/medium_blackgrass,blackgrass,train
IMG_0094_,IMG_0094_3_0160SET_registered.tif,IMG_0094_2_0160SET_registered.tif,IMG_0094_1_0160SET_registered.tif,IMG_0094_5_0160SET_registered.tif,IMG_0094_4_0160SET_registered.tif,Field16,2020-11-10,dense_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-10/dense_blackgrass,blackgrass,train
IMG_0071_,IMG_0071_3_3_0181SET_registered.tif,IMG_0071_2_3_0181SET_registered.tif,IMG_0071_1_3_0181SET_registered.tif,IMG_0071_5_3_0181SET_registered.tif,IMG_0071_4_3_0181SET_registered.tif,Field70,2021-05-12,medium_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/medium_blackgrass,blackgrass,train
IMG_0045_,IMG_0045_3_0166SET_registered.tif,IMG_0045_2_0165SET_registered.tif,IMG_0045_1_0165SET_registered.tif,IMG_0045_5_0166SET_registered.tif,IMG_0045_4_0166SET_registered.tif,Field23,2020-11-11,dense_blackgrass,early,winter_wheat,type7,../data/Field23/2020-11-11/dense_blackgrass,blackgrass,train
IMG_0063_,IMG_0063_3_3_0005SET_registered.tif,IMG_0063_2_3_0005SET_registered.tif,IMG_0063_1_3_0005SET_registered.tif,IMG_0063_5_3_0005SET_registered.tif,IMG_0063_4_3_0005SET_registered.tif,Field39,2021-03-17,no_blackgrass,mid,winter_wheat,type7,../data/Field39/2021-03-17/no_blackgrass,no_blackgrass,train
IMG_0038_,IMG_0038_3_0199SET_registered.tif,IMG_0038_2_0199SET_registered.tif,IMG_0038_1_0199SET_registered.tif,IMG_0038_5_0199SET_registered.tif,IMG_0038_4_0199SET_registered.tif,Field35,2020-11-24,no_blackgrass,early,winter_barley,type4,../data/Field35/2020-11-24/no_blackgrass,no_blackgrass,train
IMG_0041_,IMG_0041_3_3_0050SET_registered.tif,IMG_0041_2_3_0050SET_registered.tif,IMG_0041_1_3_0050SET_registered.tif,IMG_0041_5_3_0050SET_registered.tif,IMG_0041_4_3_0050SET_registered.tif,Field43,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type6,../data/Field43/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
IMG_0102_,IMG_0102_3_3_0188SET_registered.tif,IMG_0102_2_3_0188SET_registered.tif,IMG_0102_1_3_0188SET_registered.tif,IMG_0102_5_3_0188SET_registered.tif,IMG_0102_4_3_0188SET_registered.tif,Field23,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field23/2021-05-12/no_blackgrass,no_blackgrass,train
IMG_0033_,IMG_0033_3_2_0114SET_registered.tif,IMG_0033_2_2_0114SET_registered.tif,IMG_0033_1_2_0114SET_registered.tif,IMG_0033_5_2_0114SET_registered.tif,IMG_0033_4_2_0114SET_registered.tif,Field25,2021-02-19,medium_blackgrass,mid,winter_wheat,type7,../data/Field25/2021-02-19/medium_blackgrass,blackgrass,train
IMG_0096_,IMG_0096_3_3_0050SET_registered.tif,IMG_0096_2_3_0050SET_registered.tif,IMG_0096_1_3_0050SET_registered.tif,IMG_0096_5_3_0050SET_registered.tif,IMG_0096_4_3_0050SET_registered.tif,Field43,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type6,../data/Field43/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
IMG_0017_,IMG_0017_3_0206SET_registered.tif,IMG_0017_2_0206SET_registered.tif,IMG_0017_1_0206SET_registered.tif,IMG_0017_5_0206SET_registered.tif,IMG_0017_4_0206SET_registered.tif,Field38,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field38/2020-11-26/no_blackgrass,no_blackgrass,train
IMG_0144_,IMG_0144_3_3_0150SET_registered.tif,IMG_0144_2_3_0150SET_registered.tif,IMG_0144_1_3_0150SET_registered.tif,IMG_0144_5_3_0150SET_registered.tif,IMG_0144_4_3_0150SET_registered.tif,Field95,2021-04-28,no_blackgrass,springcrop_mid,spring_barley,type8,../data/Field95/2021-04-28/no_blackgrass,no_blackgrass,train
